District,Price
KERN UNION HIGH,37500.0
KERN UNION HIGH,65400.0
KERN UNION HIGH,78600.0
KERN UNION HIGH,61100.0
KERN UNION HIGH,95800.0
KERN UNION HIGH,65800.0
KERN UNION HIGH,58600.0
KERN UNION HIGH,52100.0
KERN UNION HIGH,64600.0
WASCO UNION HIGH,47500.0
WASCO UNION HIGH,80000.0
DELANO JOINT UNION HIGH,156300.0
DELANO JOINT UNION HIGH,59800.0
MCFARLAND UNIFIED,83300.0
DELANO JOINT UNION HIGH,58500.0
DELANO JOINT UNION HIGH,55200.0
MCFARLAND UNIFIED,54700.0
DELANO JOINT UNION HIGH,59800.0
DELANO JOINT UNION HIGH,56500.0
DELANO JOINT UNION HIGH,57300.0
DELANO JOINT UNION HIGH,52100.0
DELANO JOINT UNION HIGH,62200.0
DELANO JOINT UNION HIGH,69900.0
DELANO JOINT UNION HIGH,67200.0
DELANO JOINT UNION HIGH,62100.0
DELANO JOINT UNION HIGH,67800.0
DELANO JOINT UNION HIGH,72500.0
DELANO JOINT UNION HIGH,68400.0
DELANO JOINT UNION HIGH,84000.0
KERN UNION HIGH,216400.0
KERN UNION HIGH,82500.0
KERN UNION HIGH,204200.0
SIERRA SANDS UNIFIED,67500.0
SIERRA SANDS UNIFIED,55000.0
SIERRA SANDS UNIFIED,42100.0
SIERRA SANDS UNIFIED,72000.0
SIERRA SANDS UNIFIED,81900.0
SIERRA SANDS UNIFIED,87500.0
SIERRA SANDS UNIFIED,109400.0
SIERRA SANDS UNIFIED,95700.0
SIERRA SANDS UNIFIED,115700.0
SIERRA SANDS UNIFIED,63500.0
SIERRA SANDS UNIFIED,105300.0
SIERRA SANDS UNIFIED,109000.0
SIERRA SANDS UNIFIED,71900.0
SIERRA SANDS UNIFIED,84500.0
SIERRA SANDS UNIFIED,102800.0
SIERRA SANDS UNIFIED,70200.0
SIERRA SANDS UNIFIED,52400.0
SIERRA SANDS UNIFIED,83200.0
SIERRA SANDS UNIFIED,85700.0
SIERRA SANDS UNIFIED,87200.0
SIERRA SANDS UNIFIED,91700.0
SIERRA SANDS UNIFIED,101300.0
SIERRA SANDS UNIFIED,142500.0
SIERRA SANDS UNIFIED,54300.0
SIERRA SANDS UNIFIED,91800.0
SIERRA SANDS UNIFIED,98000.0
SIERRA SANDS UNIFIED,81700.0
MOJAVE UNIFIED,50800.0
MOJAVE UNIFIED,86500.0
MOJAVE UNIFIED,71800.0
MOJAVE UNIFIED,275000.0
MOJAVE UNIFIED,137500.0
MOJAVE UNIFIED,68500.0
MOJAVE UNIFIED,81900.0
MOJAVE UNIFIED,104400.0
MOJAVE UNIFIED,141700.0
MOJAVE UNIFIED,84500.0
MOJAVE UNIFIED,87800.0
MOJAVE UNIFIED,91700.0
SOUTHERN KERN UNIFIED,130000.0
MOJAVE UNIFIED,54900.0
MOJAVE UNIFIED,64400.0
MOJAVE UNIFIED,39800.0
SOUTHERN KERN UNIFIED,83500.0
SOUTHERN KERN UNIFIED,87900.0
SOUTHERN KERN UNIFIED,111100.0
SOUTHERN KERN UNIFIED,83300.0
MOJAVE UNIFIED,73300.0
MOJAVE UNIFIED,68900.0
MOJAVE UNIFIED,83200.0
MOJAVE UNIFIED,56800.0
TEHACHAPI UNIFIED,136800.0
TEHACHAPI UNIFIED,162900.0
TEHACHAPI UNIFIED,79000.0
TEHACHAPI UNIFIED,115800.0
TEHACHAPI UNIFIED,137200.0
TEHACHAPI UNIFIED,120800.0
TEHACHAPI UNIFIED,94900.0
TEHACHAPI UNIFIED,85500.0
TEHACHAPI UNIFIED,99800.0
TEHACHAPI UNIFIED,80000.0
TEHACHAPI UNIFIED,67900.0
KERN UNION HIGH,82200.0
HANFORD JOINT UNION HIGH,75000.0
HANFORD JOINT UNION HIGH,94200.0
HANFORD JOINT UNION HIGH,126300.0
HANFORD JOINT UNION HIGH,103100.0
LEMOORE UNION HIGH,100000.0
LEMOORE UNION HIGH,101400.0
LEMOORE UNION HIGH,83900.0
LEMOORE UNION HIGH,106300.0
LEMOORE UNION HIGH,75800.0
HANFORD JOINT UNION HIGH,92500.0
LEMOORE UNION HIGH,126400.0
HANFORD JOINT UNION HIGH,69100.0
LEMOORE UNION HIGH,72300.0
HANFORD JOINT UNION HIGH,62000.0
LEMOORE UNION HIGH,66600.0
LEMOORE UNION HIGH,93100.0
LEMOORE UNION HIGH,104200.0
LEMOORE UNION HIGH,87500.0
LEMOORE UNION HIGH,112500.0
LEMOORE UNION HIGH,100800.0
LEMOORE UNION HIGH,107500.0
LEMOORE UNION HIGH,56100.0
HANFORD JOINT UNION HIGH,112500.0
HANFORD JOINT UNION HIGH,52600.0
HANFORD JOINT UNION HIGH,43500.0
HANFORD JOINT UNION HIGH,60200.0
HANFORD JOINT UNION HIGH,62000.0
HANFORD JOINT UNION HIGH,118800.0
HANFORD JOINT UNION HIGH,148000.0
HANFORD JOINT UNION HIGH,107900.0
HANFORD JOINT UNION HIGH,85500.0
HANFORD JOINT UNION HIGH,91900.0
HANFORD JOINT UNION HIGH,97400.0
HANFORD JOINT UNION HIGH,90400.0
HANFORD JOINT UNION HIGH,90600.0
HANFORD JOINT UNION HIGH,80300.0
HANFORD JOINT UNION HIGH,70200.0
HANFORD JOINT UNION HIGH,71400.0
HANFORD JOINT UNION HIGH,67500.0
HANFORD JOINT UNION HIGH,61500.0
HANFORD JOINT UNION HIGH,61000.0
HANFORD JOINT UNION HIGH,59700.0
HANFORD JOINT UNION HIGH,67200.0
HANFORD JOINT UNION HIGH,76100.0
HANFORD JOINT UNION HIGH,56700.0
HANFORD JOINT UNION HIGH,51700.0
HANFORD JOINT UNION HIGH,59100.0
HANFORD JOINT UNION HIGH,53800.0
HANFORD JOINT UNION HIGH,120800.0
HANFORD JOINT UNION HIGH,81700.0
HANFORD JOINT UNION HIGH,92800.0
HANFORD JOINT UNION HIGH,58100.0
HANFORD JOINT UNION HIGH,56800.0
HANFORD JOINT UNION HIGH,54400.0
HANFORD JOINT UNION HIGH,60600.0
HANFORD JOINT UNION HIGH,70500.0
HANFORD JOINT UNION HIGH,50400.0
HANFORD JOINT UNION HIGH,43100.0
HANFORD JOINT UNION HIGH,53400.0
HANFORD JOINT UNION HIGH,50100.0
HANFORD JOINT UNION HIGH,46300.0
HANFORD JOINT UNION HIGH,97400.0
HANFORD JOINT UNION HIGH,94100.0
HANFORD JOINT UNION HIGH,100000.0
CORCORAN JOINT UNIFIED,50000.0
CORCORAN JOINT UNIFIED,53200.0
CORCORAN JOINT UNIFIED,46500.0
CORCORAN JOINT UNIFIED,43800.0
CORCORAN JOINT UNIFIED,50800.0
CORCORAN JOINT UNIFIED,64700.0
CORCORAN JOINT UNIFIED,52300.0
CORCORAN JOINT UNIFIED,42100.0
CORCORAN JOINT UNIFIED,61600.0
CORCORAN JOINT UNIFIED,54800.0
CORCORAN JOINT UNIFIED,68800.0
CORCORAN JOINT UNIFIED,60700.0
HANFORD JOINT UNION HIGH,61300.0
LEMOORE UNION HIGH,137500.0
LEMOORE UNION HIGH,52200.0
COALINGA/HURON JOINT UNIFIED,100000.0
COALINGA/HURON JOINT UNIFIED,47700.0
REEF-SUNSET UNIFIED,225000.0
COALINGA/HURON JOINT UNIFIED,60900.0
COALINGA/HURON JOINT UNIFIED,48500.0
COALINGA/HURON JOINT UNIFIED,43900.0
COALINGA/HURON JOINT UNIFIED,56200.0
REEF-SUNSET UNIFIED,71300.0
COALINGA/HURON JOINT UNIFIED,62500.0
UPPER LAKE UNION HIGH,73500.0
UPPER LAKE UNION HIGH,98900.0
UPPER LAKE UNION HIGH,72500.0
UPPER LAKE UNION HIGH,68300.0
UPPER LAKE UNION HIGH,73600.0
UPPER LAKE UNION HIGH,106300.0
UPPER LAKE UNION HIGH,92600.0
UPPER LAKE UNION HIGH,137500.0
UPPER LAKE UNION HIGH,71100.0
UPPER LAKE UNION HIGH,143200.0
UPPER LAKE UNION HIGH,166300.0
UPPER LAKE UNION HIGH,140600.0
LAKEPORT UNIFIED,164100.0
UPPER LAKE UNION HIGH,102300.0
UPPER LAKE UNION HIGH,100300.0
UPPER LAKE UNION HIGH,119000.0
UPPER LAKE UNION HIGH,93500.0
UPPER LAKE UNION HIGH,80700.0
UPPER LAKE UNION HIGH,95000.0
UPPER LAKE UNION HIGH,95800.0
UPPER LAKE UNION HIGH,108300.0
UPPER LAKE UNION HIGH,86500.0
UPPER LAKE UNION HIGH,78800.0
UPPER LAKE UNION HIGH,94700.0
UPPER LAKE UNION HIGH,66800.0
UPPER LAKE UNION HIGH,65000.0
UPPER LAKE UNION HIGH,89000.0
UPPER LAKE UNION HIGH,108900.0
UPPER LAKE UNION HIGH,69700.0
UPPER LAKE UNION HIGH,112500.0
UPPER LAKE UNION HIGH,111500.0
KELSEYVILLE UNIFIED,72400.0
UPPER LAKE UNION HIGH,53300.0
KONOCTI UNIFIED,109400.0
KELSEYVILLE UNIFIED,162500.0
KELSEYVILLE UNIFIED,134700.0
KONOCTI UNIFIED,75900.0
KONOCTI UNIFIED,77800.0
KONOCTI UNIFIED,109700.0
KONOCTI UNIFIED,60000.0
KONOCTI UNIFIED,64000.0
KONOCTI UNIFIED,58800.0
KONOCTI UNIFIED,57500.0
KONOCTI UNIFIED,71300.0
KONOCTI UNIFIED,62000.0
KONOCTI UNIFIED,69000.0
KONOCTI UNIFIED,60200.0
KONOCTI UNIFIED,63200.0
KONOCTI UNIFIED,58200.0
KONOCTI UNIFIED,68900.0
KONOCTI UNIFIED,77300.0
KONOCTI UNIFIED,49000.0
KONOCTI UNIFIED,81800.0
KONOCTI UNIFIED,55000.0
KELSEYVILLE UNIFIED,114200.0
KELSEYVILLE UNIFIED,200500.0
KELSEYVILLE UNIFIED,96900.0
KELSEYVILLE UNIFIED,97300.0
KELSEYVILLE UNIFIED,93400.0
KELSEYVILLE UNIFIED,55000.0
UPPER LAKE UNION HIGH,136800.0
KELSEYVILLE UNIFIED,88500.0
KELSEYVILLE UNIFIED,113900.0
KELSEYVILLE UNIFIED,77800.0
KELSEYVILLE UNIFIED,75000.0
KELSEYVILLE UNIFIED,134200.0
KELSEYVILLE UNIFIED,105700.0
KELSEYVILLE UNIFIED,93800.0
KELSEYVILLE UNIFIED,119400.0
KELSEYVILLE UNIFIED,100000.0
KELSEYVILLE UNIFIED,96600.0
KONOCTI UNIFIED,90800.0
KONOCTI UNIFIED,112500.0
KONOCTI UNIFIED,75000.0
KONOCTI UNIFIED,91700.0
KONOCTI UNIFIED,84700.0
KONOCTI UNIFIED,112500.0
KONOCTI UNIFIED,73500.0
KONOCTI UNIFIED,109200.0
MIDDLETOWN UNIFIED,132600.0
KONOCTI UNIFIED,132100.0
KONOCTI UNIFIED,103100.0
KONOCTI UNIFIED,83300.0
MIDDLETOWN UNIFIED,67900.0
MIDDLETOWN UNIFIED,85300.0
MIDDLETOWN UNIFIED,89600.0
CALISTOGA JOINT UNIFIED,87500.0
BIG VALLEY JOINT UNIFIED,48100.0
BIG VALLEY JOINT UNIFIED,59200.0
BIG VALLEY JOINT UNIFIED,80800.0
LASSEN UNION HIGH,40000.0
LASSEN UNION HIGH,200000.0
LASSEN UNION HIGH,118300.0
LASSEN UNION HIGH,78300.0
LASSEN UNION HIGH,64100.0
PLUMAS UNIFIED,49500.0
LASSEN UNION HIGH,85900.0
LASSEN UNION HIGH,71500.0
LASSEN UNION HIGH,66400.0
LASSEN UNION HIGH,64300.0
LASSEN UNION HIGH,70200.0
LASSEN UNION HIGH,59300.0
LASSEN UNION HIGH,105700.0
LASSEN UNION HIGH,61800.0
LASSEN UNION HIGH,85600.0
LASSEN UNION HIGH,70000.0
LASSEN UNION HIGH,67500.0
LASSEN UNION HIGH,91000.0
LASSEN UNION HIGH,85100.0
LASSEN UNION HIGH,73500.0
LASSEN UNION HIGH,47600.0
FORT SAGE UNIFIED,60700.0
LOS ANGELES UNIFIED,276100.0
GLENDALE UNIFIED,213000.0
GLENDALE UNIFIED,191100.0
GLENDALE UNIFIED,184500.0
GLENDALE UNIFIED,191900.0
GLENDALE UNIFIED,197600.0
GLENDALE UNIFIED,162100.0
GLENDALE UNIFIED,175000.0
GLENDALE UNIFIED,161500.0
GLENDALE UNIFIED,257600.0
GLENDALE UNIFIED,261900.0
GLENDALE UNIFIED,277600.0
GLENDALE UNIFIED,230100.0
GLENDALE UNIFIED,195800.0
GLENDALE UNIFIED,263600.0
GLENDALE UNIFIED,316900.0
GLENDALE UNIFIED,176700.0
LOS ANGELES UNIFIED,293300.0
BURBANK UNIFIED,228700.0
BURBANK UNIFIED,258300.0
BURBANK UNIFIED,181400.0
BURBANK UNIFIED,172600.0
LOS ANGELES UNIFIED,219900.0
LOS ANGELES UNIFIED,215600.0
GLENDALE UNIFIED,176500.0
GLENDALE UNIFIED,185900.0
LOS ANGELES UNIFIED,189600.0
LOS ANGELES UNIFIED,160300.0
LOS ANGELES UNIFIED,187300.0
LOS ANGELES UNIFIED,222700.0
LOS ANGELES UNIFIED,248200.0
LOS ANGELES UNIFIED,230200.0
LOS ANGELES UNIFIED,205400.0
LOS ANGELES UNIFIED,314900.0
LOS ANGELES UNIFIED,354400.0
LOS ANGELES UNIFIED,378000.0
GLENDALE UNIFIED,200600.0
GLENDALE UNIFIED,197300.0
LOS ANGELES UNIFIED,239400.0
LOS ANGELES UNIFIED,217100.0
LOS ANGELES UNIFIED,191500.0
LOS ANGELES UNIFIED,166200.0
LOS ANGELES UNIFIED,166300.0
LOS ANGELES UNIFIED,154900.0
LOS ANGELES UNIFIED,158300.0
LOS ANGELES UNIFIED,147600.0
LOS ANGELES UNIFIED,145800.0
LOS ANGELES UNIFIED,150000.0
LOS ANGELES UNIFIED,146700.0
LOS ANGELES UNIFIED,164800.0
LOS ANGELES UNIFIED,133300.0
LOS ANGELES UNIFIED,144300.0
LOS ANGELES UNIFIED,134300.0
LOS ANGELES UNIFIED,131300.0
LOS ANGELES UNIFIED,147800.0
LOS ANGELES UNIFIED,142600.0
LOS ANGELES UNIFIED,156800.0
LOS ANGELES UNIFIED,148000.0
LOS ANGELES UNIFIED,147500.0
LOS ANGELES UNIFIED,140900.0
LOS ANGELES UNIFIED,147200.0
LOS ANGELES UNIFIED,139600.0
LOS ANGELES UNIFIED,140900.0
LOS ANGELES UNIFIED,148100.0
LOS ANGELES UNIFIED,143100.0
LOS ANGELES UNIFIED,136400.0
LOS ANGELES UNIFIED,136100.0
LOS ANGELES UNIFIED,143300.0
LOS ANGELES UNIFIED,138600.0
LOS ANGELES UNIFIED,137900.0
LOS ANGELES UNIFIED,124000.0
LOS ANGELES UNIFIED,154300.0
LOS ANGELES UNIFIED,134200.0
LOS ANGELES UNIFIED,137500.0
LOS ANGELES UNIFIED,143100.0
LOS ANGELES UNIFIED,153800.0
LOS ANGELES UNIFIED,157100.0
LOS ANGELES UNIFIED,163700.0
LOS ANGELES UNIFIED,145200.0
WILLIAM S. HART UNION HIGH,157400.0
WILLIAM S. HART UNION HIGH,235600.0
WILLIAM S. HART UNION HIGH,211600.0
LOS ANGELES UNIFIED,163200.0
LOS ANGELES UNIFIED,180300.0
WILLIAM S. HART UNION HIGH,203400.0
LOS ANGELES UNIFIED,187400.0
WILLIAM S. HART UNION HIGH,156000.0
LOS ANGELES UNIFIED,154300.0
LOS ANGELES UNIFIED,160100.0
LOS ANGELES UNIFIED,155500.0
LOS ANGELES UNIFIED,182500.0
WILLIAM S. HART UNION HIGH,189400.0
WILLIAM S. HART UNION HIGH,194100.0
LOS ANGELES UNIFIED,173100.0
LOS ANGELES UNIFIED,158500.0
LOS ANGELES UNIFIED,218200.0
WILLIAM S. HART UNION HIGH,325200.0
WILLIAM S. HART UNION HIGH,270100.0
LOS ANGELES UNIFIED,172400.0
LOS ANGELES UNIFIED,192200.0
LOS ANGELES UNIFIED,183300.0
LOS ANGELES UNIFIED,190000.0
LOS ANGELES UNIFIED,431800.0
LOS ANGELES UNIFIED,319400.0
LOS ANGELES UNIFIED,285500.0
LOS ANGELES UNIFIED,356300.0
WILLIAM S. HART UNION HIGH,374000.0
LOS ANGELES UNIFIED,344000.0
LOS ANGELES UNIFIED,301700.0
LOS ANGELES UNIFIED,319300.0
LOS ANGELES UNIFIED,474600.0
LOS ANGELES UNIFIED,450700.0
LOS ANGELES UNIFIED,152100.0
LOS ANGELES UNIFIED,160200.0
LOS ANGELES UNIFIED,377200.0
LOS ANGELES UNIFIED,428600.0
LOS ANGELES UNIFIED,500001.0
LOS ANGELES UNIFIED,376200.0
LOS ANGELES UNIFIED,341200.0
LOS ANGELES UNIFIED,152000.0
LOS ANGELES UNIFIED,217600.0
LOS ANGELES UNIFIED,222900.0
LOS ANGELES UNIFIED,227100.0
LOS ANGELES UNIFIED,226700.0
LOS ANGELES UNIFIED,192400.0
LOS ANGELES UNIFIED,220600.0
LOS ANGELES UNIFIED,223700.0
LOS ANGELES UNIFIED,216800.0
LOS ANGELES UNIFIED,185800.0
LOS ANGELES UNIFIED,195900.0
LOS ANGELES UNIFIED,179700.0
LOS ANGELES UNIFIED,172300.0
LOS ANGELES UNIFIED,158100.0
LOS ANGELES UNIFIED,142400.0
LOS ANGELES UNIFIED,195600.0
LOS ANGELES UNIFIED,204600.0
LOS ANGELES UNIFIED,209600.0
LOS ANGELES UNIFIED,210300.0
LOS ANGELES UNIFIED,217100.0
LOS ANGELES UNIFIED,224200.0
LOS ANGELES UNIFIED,208600.0
LOS ANGELES UNIFIED,199200.0
LOS ANGELES UNIFIED,218400.0
LOS ANGELES UNIFIED,238000.0
LOS ANGELES UNIFIED,239900.0
LOS ANGELES UNIFIED,195700.0
LOS ANGELES UNIFIED,195300.0
LOS ANGELES UNIFIED,216900.0
LOS ANGELES UNIFIED,223300.0
LOS ANGELES UNIFIED,232900.0
LOS ANGELES UNIFIED,225900.0
LOS ANGELES UNIFIED,236200.0
LOS ANGELES UNIFIED,221600.0
LOS ANGELES UNIFIED,243800.0
LOS ANGELES UNIFIED,379600.0
LOS ANGELES UNIFIED,222500.0
LOS ANGELES UNIFIED,252100.0
LOS ANGELES UNIFIED,271200.0
LOS ANGELES UNIFIED,329200.0
LOS ANGELES UNIFIED,308400.0
LOS ANGELES UNIFIED,311800.0
LOS ANGELES UNIFIED,348200.0
LOS ANGELES UNIFIED,320500.0
LOS ANGELES UNIFIED,500001.0
LOS ANGELES UNIFIED,445400.0
LOS ANGELES UNIFIED,352800.0
LOS ANGELES UNIFIED,237300.0
LOS ANGELES UNIFIED,254200.0
LOS ANGELES UNIFIED,332500.0
LOS ANGELES UNIFIED,290900.0
LOS ANGELES UNIFIED,261300.0
LOS ANGELES UNIFIED,258000.0
LOS ANGELES UNIFIED,500001.0
LOS ANGELES UNIFIED,357100.0
LOS ANGELES UNIFIED,375900.0
LOS ANGELES UNIFIED,277200.0
LOS ANGELES UNIFIED,262100.0
LOS ANGELES UNIFIED,271500.0
LOS ANGELES UNIFIED,276600.0
LOS ANGELES UNIFIED,277600.0
LOS ANGELES UNIFIED,333700.0
LOS ANGELES UNIFIED,350000.0
LOS ANGELES UNIFIED,327300.0
LOS ANGELES UNIFIED,333700.0
LOS ANGELES UNIFIED,230300.0
LOS ANGELES UNIFIED,254500.0
LOS ANGELES UNIFIED,500001.0
LOS ANGELES UNIFIED,500001.0
LOS ANGELES UNIFIED,273100.0
LOS ANGELES UNIFIED,236900.0
LOS ANGELES UNIFIED,193300.0
LOS ANGELES UNIFIED,419900.0
LOS ANGELES UNIFIED,280800.0
LOS ANGELES UNIFIED,248400.0
LOS ANGELES UNIFIED,221800.0
LOS ANGELES UNIFIED,221900.0
LOS ANGELES UNIFIED,230200.0
LOS ANGELES UNIFIED,168800.0
LOS ANGELES UNIFIED,234900.0
LOS ANGELES UNIFIED,230400.0
LOS ANGELES UNIFIED,229000.0
LOS ANGELES UNIFIED,500001.0
LOS ANGELES UNIFIED,483500.0
LOS ANGELES UNIFIED,477200.0
LOS ANGELES UNIFIED,418500.0
LOS ANGELES UNIFIED,472200.0
LOS ANGELES UNIFIED,323100.0
LOS ANGELES UNIFIED,264000.0
LOS ANGELES UNIFIED,275300.0
LOS ANGELES UNIFIED,232900.0
LOS ANGELES UNIFIED,230400.0
LOS ANGELES UNIFIED,322200.0
LOS ANGELES UNIFIED,407500.0
LOS ANGELES UNIFIED,245100.0
LOS ANGELES UNIFIED,454400.0
LOS ANGELES UNIFIED,318100.0
LOS ANGELES UNIFIED,240000.0
LOS ANGELES UNIFIED,211600.0
LOS ANGELES UNIFIED,241400.0
LOS ANGELES UNIFIED,212300.0
LOS ANGELES UNIFIED,170700.0
LOS ANGELES UNIFIED,238900.0
LOS ANGELES UNIFIED,255400.0
LOS ANGELES UNIFIED,267600.0
LOS ANGELES UNIFIED,253900.0
LOS ANGELES UNIFIED,244200.0
LOS ANGELES UNIFIED,262300.0
LOS ANGELES UNIFIED,241100.0
LOS ANGELES UNIFIED,257300.0
LOS ANGELES UNIFIED,315300.0
LOS ANGELES UNIFIED,319000.0
LOS ANGELES UNIFIED,242300.0
LOS ANGELES UNIFIED,238200.0
LOS ANGELES UNIFIED,160000.0
LOS ANGELES UNIFIED,258600.0
LOS ANGELES UNIFIED,273100.0
LOS ANGELES UNIFIED,239900.0
LOS ANGELES UNIFIED,169400.0
LOS ANGELES UNIFIED,154600.0
LOS ANGELES UNIFIED,151900.0
LOS ANGELES UNIFIED,183800.0
LOS ANGELES UNIFIED,171400.0
LOS ANGELES UNIFIED,177200.0
LOS ANGELES UNIFIED,179200.0
LOS ANGELES UNIFIED,175900.0
LOS ANGELES UNIFIED,165100.0
LOS ANGELES UNIFIED,153900.0
LOS ANGELES UNIFIED,159300.0
LOS ANGELES UNIFIED,174300.0
LOS ANGELES UNIFIED,176000.0
LOS ANGELES UNIFIED,162500.0
LOS ANGELES UNIFIED,136500.0
LOS ANGELES UNIFIED,157600.0
LOS ANGELES UNIFIED,205900.0
LOS ANGELES UNIFIED,173700.0
LOS ANGELES UNIFIED,178700.0
LOS ANGELES UNIFIED,182500.0
LOS ANGELES UNIFIED,184000.0
LOS ANGELES UNIFIED,178200.0
LOS ANGELES UNIFIED,186700.0
LOS ANGELES UNIFIED,233000.0
LOS ANGELES UNIFIED,181500.0
LOS ANGELES UNIFIED,183800.0
LOS ANGELES UNIFIED,189000.0
LOS ANGELES UNIFIED,176500.0
LOS ANGELES UNIFIED,173700.0
LOS ANGELES UNIFIED,172700.0
LOS ANGELES UNIFIED,183100.0
LOS ANGELES UNIFIED,184600.0
LOS ANGELES UNIFIED,183800.0
LOS ANGELES UNIFIED,178200.0
LOS ANGELES UNIFIED,181800.0
LOS ANGELES UNIFIED,170700.0
LOS ANGELES UNIFIED,168200.0
LOS ANGELES UNIFIED,184400.0
LOS ANGELES UNIFIED,183000.0
LOS ANGELES UNIFIED,183700.0
LOS ANGELES UNIFIED,185700.0
LOS ANGELES UNIFIED,145400.0
LOS ANGELES UNIFIED,178800.0
LOS ANGELES UNIFIED,185100.0
LOS ANGELES UNIFIED,168600.0
LOS ANGELES UNIFIED,168600.0
LOS ANGELES UNIFIED,233700.0
LOS ANGELES UNIFIED,175500.0
LOS ANGELES UNIFIED,187300.0
LOS ANGELES UNIFIED,186300.0
LOS ANGELES UNIFIED,191500.0
LOS ANGELES UNIFIED,193200.0
LOS ANGELES UNIFIED,181300.0
LOS ANGELES UNIFIED,183800.0
LOS ANGELES UNIFIED,190000.0
LOS ANGELES UNIFIED,231500.0
LOS ANGELES UNIFIED,229200.0
LOS ANGELES UNIFIED,164600.0
BURBANK UNIFIED,151500.0
LOS ANGELES UNIFIED,158300.0
LOS ANGELES UNIFIED,179500.0
LOS ANGELES UNIFIED,181900.0
LOS ANGELES UNIFIED,161600.0
LOS ANGELES UNIFIED,172700.0
LOS ANGELES UNIFIED,210500.0
LOS ANGELES UNIFIED,239900.0
LOS ANGELES UNIFIED,165200.0
LOS ANGELES UNIFIED,186800.0
LOS ANGELES UNIFIED,178500.0
LOS ANGELES UNIFIED,172400.0
LOS ANGELES UNIFIED,177700.0
LOS ANGELES UNIFIED,170600.0
LOS ANGELES UNIFIED,179100.0
LOS ANGELES UNIFIED,198600.0
LOS ANGELES UNIFIED,237400.0
LOS ANGELES UNIFIED,187500.0
LOS ANGELES UNIFIED,207300.0
BURBANK UNIFIED,176400.0
BURBANK UNIFIED,176600.0
BURBANK UNIFIED,175700.0
BURBANK UNIFIED,174100.0
LOS ANGELES UNIFIED,150000.0
LOS ANGELES UNIFIED,183200.0
BURBANK UNIFIED,160300.0
BURBANK UNIFIED,154300.0
BURBANK UNIFIED,152900.0
LOS ANGELES UNIFIED,169500.0
LOS ANGELES UNIFIED,181700.0
LOS ANGELES UNIFIED,177200.0
BURBANK UNIFIED,159600.0
BURBANK UNIFIED,171800.0
LOS ANGELES UNIFIED,171200.0
BURBANK UNIFIED,170400.0
BURBANK UNIFIED,176400.0
BURBANK UNIFIED,188700.0
BURBANK UNIFIED,194900.0
BURBANK UNIFIED,198900.0
BURBANK UNIFIED,185100.0
LOS ANGELES UNIFIED,192000.0
LOS ANGELES UNIFIED,162500.0
LOS ANGELES UNIFIED,181300.0
BURBANK UNIFIED,171600.0
LOS ANGELES UNIFIED,176300.0
LOS ANGELES UNIFIED,187500.0
LOS ANGELES UNIFIED,211900.0
LOS ANGELES UNIFIED,181300.0
LOS ANGELES UNIFIED,226400.0
LOS ANGELES UNIFIED,191300.0
LOS ANGELES UNIFIED,200000.0
LOS ANGELES UNIFIED,217200.0
LOS ANGELES UNIFIED,221500.0
LOS ANGELES UNIFIED,193800.0
LOS ANGELES UNIFIED,222500.0
LOS ANGELES UNIFIED,231700.0
LOS ANGELES UNIFIED,290100.0
LOS ANGELES UNIFIED,269700.0
LOS ANGELES UNIFIED,230800.0
LOS ANGELES UNIFIED,225600.0
LOS ANGELES UNIFIED,335500.0
LOS ANGELES UNIFIED,202200.0
LOS ANGELES UNIFIED,267500.0
LOS ANGELES UNIFIED,282200.0
LOS ANGELES UNIFIED,382400.0
LOS ANGELES UNIFIED,190700.0
LOS ANGELES UNIFIED,237900.0
LOS ANGELES UNIFIED,262200.0
LOS ANGELES UNIFIED,224600.0
LOS ANGELES UNIFIED,216700.0
LOS ANGELES UNIFIED,261800.0
LOS ANGELES UNIFIED,312700.0
LOS ANGELES UNIFIED,286000.0
LOS ANGELES UNIFIED,204200.0
LOS ANGELES UNIFIED,240200.0
LOS ANGELES UNIFIED,241500.0
LOS ANGELES UNIFIED,223800.0
LOS ANGELES UNIFIED,192900.0
LOS ANGELES UNIFIED,364700.0
LOS ANGELES UNIFIED,384700.0
LOS ANGELES UNIFIED,364700.0
LOS ANGELES UNIFIED,465800.0
LOS ANGELES UNIFIED,330900.0
LOS ANGELES UNIFIED,181500.0
LOS ANGELES UNIFIED,190800.0
LOS ANGELES UNIFIED,165300.0
LOS ANGELES UNIFIED,200000.0
LOS ANGELES UNIFIED,238500.0
LOS ANGELES UNIFIED,222400.0
BURBANK UNIFIED,190200.0
BURBANK UNIFIED,178400.0
LOS ANGELES UNIFIED,186400.0
LOS ANGELES UNIFIED,177400.0
BURBANK UNIFIED,177300.0
LOS ANGELES UNIFIED,174200.0
BURBANK UNIFIED,200000.0
BURBANK UNIFIED,199500.0
BURBANK UNIFIED,191800.0
LOS ANGELES UNIFIED,276100.0
LOS ANGELES UNIFIED,366100.0
LOS ANGELES UNIFIED,291700.0
LOS ANGELES UNIFIED,292900.0
LOS ANGELES UNIFIED,341800.0
LOS ANGELES UNIFIED,336900.0
LOS ANGELES UNIFIED,353600.0
LOS ANGELES UNIFIED,343400.0
LOS ANGELES UNIFIED,333900.0
LOS ANGELES UNIFIED,365000.0
LOS ANGELES UNIFIED,359700.0
LOS ANGELES UNIFIED,367900.0
LOS ANGELES UNIFIED,275000.0
